resume_text,job_description,match_score,matched_skills,missing_skills,fit_category
"Sneha is a Backend Developer professional based in Mumbai with 5 years of experience. Education: B.Tech in Computer Science. Skills include Python, PostgreSQL, Unit Testing, Redis, Java, Spring Boot, SQL. Experience includes design APIs, optimize database queries.","We are hiring a Backend Developer. Required skills: SQL, Java, Python, Unit Testing, Git, REST API. Responsibilities include optimize database queries, develop scalable backend services, implement authentication. The role requires approximately 0+ years of relevant experience.",70,"SQL, Java, Python, Unit Testing","Git, REST API",Potential Fit
"Kiran is a Data Scientist professional based in Chennai with 4 years of experience. Education: MCA. Skills include Python, Matplotlib. Experience includes create data visualizations, clean and analyze datasets.","We are hiring a Data Scientist. Required skills: Python, Matplotlib, NumPy, Pandas, Machine Learning. Responsibilities include perform statistical analysis, create data visualizations, build predictive models. The role requires approximately 0+ years of relevant experience.",53,"Python, Matplotlib","NumPy, Pandas, Machine Learning",Potential Fit
"Rahul is a AI Engineer professional based in Bengaluru with 3 years of experience. Education: M.Tech in Artificial Intelligence. Skills include Python, Transformers. Experience includes develop AI solutions, train deep learning models.","We are hiring a AI Engineer. Required skills: Git, Computer Vision, Transformers, PyTorch, Deep Learning. Responsibilities include process unstructured data, develop AI solutions, train deep learning models. The role requires approximately 3+ years of relevant experience.",32,Transformers,"Git, Computer Vision, PyTorch, Deep Learning",No Fit
"Sneha is a AI Engineer professional based in Hyderabad with 8 years of experience. Education: M.Sc. in Data Science. Skills include Git, Deep Learning, NLP, Python, PyTorch, Computer Vision, Transformers, TensorFlow, Scikit-learn. Experience includes develop AI solutions, train deep learning models.","We are hiring a AI Engineer. Required skills: PyTorch, Deep Learning, Python, TensorFlow, Computer Vision. Responsibilities include process unstructured data, train deep learning models, deploy inference services. The role requires approximately 0+ years of relevant experience.",100,"PyTorch, Deep Learning, Python, TensorFlow, Computer Vision",None,Good Fit
"Ananya is a Data Analyst professional based in Kochi with 5 years of experience. Education: MCA. Skills include Python, Pandas, Tableau, Statistics, Power BI, Excel, Data Visualization, SQL, Matplotlib. Experience includes analyze business data, identify trends.","We are hiring a Data Analyst. Required skills: Statistics, SQL, Matplotlib, Data Cleaning, Pandas, Python. Responsibilities include write SQL queries, identify trends, analyze business data. The role requires approximately 5+ years of relevant experience.",83,"Statistics, SQL, Matplotlib, Pandas, Python",Data Cleaning,Good Fit
"Rohit is a Data Analyst professional based in Mumbai with 4 years of experience. Education: M.Sc. in Data Science. Skills include SQL, Matplotlib, Power BI, Data Cleaning, Pandas. Experience includes analyze business data, identify trends.","We are hiring a Data Analyst. Required skills: Excel, Data Cleaning, Power BI, Data Visualization, Tableau, Statistics. Responsibilities include analyze business data, write SQL queries, build dashboards. The role requires approximately 5+ years of relevant experience.",44,"Data Cleaning, Power BI","Excel, Data Visualization, Tableau, Statistics",No Fit
"Rahul is a AI Engineer professional based in Chennai with 6 years of experience. Education: B.Tech in Computer Science. Skills include Transformers, Scikit-learn, FastAPI, Git. Experience includes develop AI solutions, train deep learning models.","We are hiring a AI Engineer. Required skills: Computer Vision, NLP, Deep Learning, Python, Git, Scikit-learn. Responsibilities include process unstructured data, train deep learning models, deploy inference services. The role requires approximately 5+ years of relevant experience.",45,"Git, Scikit-learn","Computer Vision, NLP, Deep Learning, Python",No Fit
"Nikhil is a AI Engineer professional based in Mysuru with 0 years of experience. Education: MCA. Skills include Git, Python, Deep Learning, Scikit-learn, TensorFlow, NLP, FastAPI, Transformers. Experience includes process unstructured data, train deep learning models.","We are hiring a AI Engineer. Required skills: PyTorch, TensorFlow, Python, NLP, Computer Vision, Transformers, Git. Responsibilities include process unstructured data, train deep learning models, deploy inference services. The role requires approximately 2+ years of relevant experience.",62,"TensorFlow, Python, NLP, Transformers, Git","PyTorch, Computer Vision",Potential Fit
"Sanjay is a Python Developer professional based in Ahmedabad with 0 years of experience. Education: MCA. Skills include Flask, SQL, Python, Unit Testing, Docker, PostgreSQL, Git, FastAPI. Experience includes design REST APIs, integrate databases.","We are hiring a Python Developer. Required skills: Unit Testing, Docker, REST API, Git, Python. Responsibilities include develop backend services, integrate databases, write Python code. The role requires approximately 3+ years of relevant experience.",69,"Unit Testing, Docker, Git, Python",REST API,Potential Fit
"Ishita is a Full Stack Developer professional based in Delhi with 1 years of experience. Education: B.Tech in Computer Science. Skills include HTML, REST API. Experience includes build responsive web applications, integrate databases.","We are hiring a Full Stack Developer. Required skills: CSS, Docker, Git, SQL, REST API. Responsibilities include create backend APIs, build responsive web applications, integrate databases. The role requires approximately 5+ years of relevant experience.",18,REST API,"CSS, Docker, Git, SQL",No Fit
"Vikram is a Cloud Engineer professional based in Kochi with 6 years of experience. Education: B.E. in Information Technology. Skills include Networking, Git. Experience includes manage cloud infrastructure, monitor systems.","We are hiring a Cloud Engineer. Required skills: Kubernetes, AWS, Git, Docker, Linux, Terraform, Azure. Responsibilities include automate deployments, manage cloud infrastructure, monitor systems. The role requires approximately 4+ years of relevant experience.",26,Git,"Kubernetes, AWS, Docker, Linux, Terraform, Azure",No Fit
"Arjun is a ML Engineer professional based in Hyderabad with 0 years of experience. Education: M.Sc. in Data Science. Skills include Git, FastAPI, Python. Experience includes prepare training data, deploy models as APIs.","We are hiring a ML Engineer. Required skills: Scikit-learn, SQL, TensorFlow, Machine Learning, Git, FastAPI. Responsibilities include monitor model performance, prepare training data, develop machine learning pipelines. The role requires approximately 3+ years of relevant experience.",31,"Git, FastAPI","Scikit-learn, SQL, TensorFlow, Machine Learning",No Fit
"Rohit is a Python Developer professional based in Hyderabad with 5 years of experience. Education: MCA. Skills include Git, Flask, PostgreSQL, Python, SQL, REST API, Unit Testing, Docker. Experience includes integrate databases, design REST APIs.","We are hiring a Python Developer. Required skills: Unit Testing, SQL, Git, Docker, Django, Flask, PostgreSQL, FastAPI. Responsibilities include integrate databases, design REST APIs, develop backend services. The role requires approximately 2+ years of relevant experience.",77,"Unit Testing, SQL, Git, Docker, Flask, PostgreSQL","Django, FastAPI",Good Fit
"Nikhil is a Python Developer professional based in Noida with 0 years of experience. Education: MCA. Skills include Docker, Flask, PostgreSQL. Experience includes integrate databases, design REST APIs.","We are hiring a Python Developer. Required skills: SQL, Docker, REST API, Unit Testing, Django, Git, PostgreSQL, Flask. Responsibilities include integrate databases, write Python code, develop backend services. The role requires approximately 0+ years of relevant experience.",48,"Docker, PostgreSQL, Flask","SQL, REST API, Unit Testing, Django, Git",No Fit
"Kiran is a AI Engineer professional based in Chennai with 6 years of experience. Education: MCA. Skills include Transformers, Scikit-learn, TensorFlow, Python, NLP. Experience includes train deep learning models, deploy inference services.","We are hiring a AI Engineer. Required skills: PyTorch, FastAPI, Python, Git, Transformers, NLP, Computer Vision, Deep Learning. Responsibilities include process unstructured data, develop AI solutions, deploy inference services. The role requires approximately 0+ years of relevant experience.",45,"Python, Transformers, NLP","PyTorch, FastAPI, Git, Computer Vision, Deep Learning",No Fit
"Aditya is a Data Analyst professional based in Bengaluru with 1 years of experience. Education: M.Sc. in Data Science. Skills include Pandas, Python, Power BI. Experience includes build dashboards, analyze business data.","We are hiring a Data Analyst. Required skills: SQL, Data Visualization, Matplotlib, Power BI, Excel, Pandas, Tableau. Responsibilities include write SQL queries, identify trends, analyze business data. The role requires approximately 4+ years of relevant experience.",30,"Power BI, Pandas","SQL, Data Visualization, Matplotlib, Excel, Tableau",No Fit
